Ensembl Transcript ID	Chromosome Name	Transcript Start (bp)	Transcript End (bp)
ENSDART00000102779	11	42308073	42320474
ENSDART00000130749	11	42316547	42322122
ENSDART00000144878	7	51138840	51146445
ENSDART00000153246	20	39945334	39946276
ENSDART00000129417	3	9692281	9697712
ENSDART00000147585	9	37813198	37813603
ENSDART00000134789	13	37583601	37586858
ENSDART00000126180	3	53279759	53282759
ENSDART00000059117	3	11800527	11832149
ENSDART00000089849	9	29270939	29288734
ENSDART00000137174	9	29271131	29272114
ENSDART00000085481	17	38197845	38400539
ENSDART00000139524	3	47487526	47492913
ENSDART00000142200	3	47487544	47492329
ENSDART00000082773	3	47487541	47493523
ENSDART00000125280	3	6885330	6889910
ENSDART00000134801	8	45136596	45198917
ENSDART00000061196	8	45136576	45160668
ENSDART00000131375	5	63032705	63046798
ENSDART00000128310	5	63032705	63047118
ENSDART00000083406	5	63031927	63044429
ENSDART00000133094	9	32567909	32582871
ENSDART00000140599	2	42396062	42400346
ENSDART00000144271	18	43048444	43063623
ENSDART00000015007	1	49921680	49938546
ENSDART00000098540	18	43047075	43063621
ENSDART00000101230	2	42396260	42405281
ENSDART00000140220	9	32589351	32620264
ENSDART00000136741	10	41845033	41846016
ENSDART00000137137	9	32599707	32605987
ENSDART00000148541	18	37337381	37479490
ENSDART00000133618	18	37337423	37479470
ENSDART00000028338	25	32815223	32841369
ENSDART00000137339	22	41260579	41276573
ENSDART00000040550	22	41263926	41281962
ENSDART00000149059	18	37423209	37432056
ENSDART00000148428	18	37465706	37473956
ENSDART00000078631	9	32573205	32619916
ENSDART00000088037	18	37337381	37479503
ENSDART00000097608	5	41481033	41482556
ENSDART00000156682	15	33519504	33622716
ENSDART00000019651	15	33602761	33615321
ENSDART00000059978	15	33586162	33594307
ENSDART00000053958	23	28334975	28379631
ENSDART00000141904	3	29090878	29097875
ENSDART00000077221	3	29094016	29097461
ENSDART00000144823	23	28368584	28374466
ENSDART00000135729	18	18786774	18820671
ENSDART00000060735	18	18789421	18822315
ENSDART00000061406	5	71731229	71747826
ENSDART00000108493	20	48664244	48697712
ENSDART00000154729	20	48664927	48697715
ENSDART00000075040	6	49833530	49840084
ENSDART00000126844	21	43816654	43819306
ENSDART00000081207	6	13012678	13024879
ENSDART00000063082	6	13021609	13024879
ENSDART00000143577	6	41075067	41091881
ENSDART00000000838	6	41078154	41091883
ENSDART00000155542	24	40178528	40184161
ENSDART00000156578	17	46996705	46998340
ENSDART00000156866	6	49196306	49201054
ENSDART00000123905	6	49175880	49200787
ENSDART00000151597	21	41883715	41891129
ENSDART00000065105	21	41883736	41888204
ENSDART00000141585	23	29428744	29500453
ENSDART00000142658	23	29428744	29500296
ENSDART00000123314	21	41883736	41888204
ENSDART00000138055	5	47688954	47803936
ENSDART00000084069	5	47702887	47796769
ENSDART00000132787	8	27226092	27234248
ENSDART00000086763	8	27229708	27233984
ENSDART00000060693	1	56183001	56186216
ENSDART00000156498	1	56183148	56185920
ENSDART00000136695	19	45151185	45224471
ENSDART00000017728	23	29624333	29637397
ENSDART00000148287	19	45151185	45224525
ENSDART00000151433	19	45159372	45186739
ENSDART00000143353	19	45159455	45162835
ENSDART00000149856	19	45177362	45224477
ENSDART00000147290	19	45186764	45191154
ENSDART00000102395	19	45151187	45186846
ENSDART00000102394	19	45153193	45186846
ENSDART00000140677	1	59355208	59359687
ENSDART00000156203	1	59355226	59357654
ENSDART00000103953	3	24954393	24967166
ENSDART00000114568	9	23190627	23191670
ENSDART00000134507	4	41185437	41188493
ENSDART00000146188	9	23190813	23191628
ENSDART00000074170	3	62866741	62992329
ENSDART00000112516	3	62866761	62987064
ENSDART00000145362	8	33567972	33568681
ENSDART00000111006	3	62866761	62938716
ENSDART00000126807	3	62868020	62873548
ENSDART00000147594	8	33570884	33586212
ENSDART00000125238	3	62970114	62991872
ENSDART00000058719	3	62980255	62987064
ENSDART00000138117	8	33590692	33593123
ENSDART00000142824	8	33595654	33598677
ENSDART00000142400	16	48063023	48070828
ENSDART00000138910	16	48063369	48065635
ENSDART00000137897	8	33603730	33633669
ENSDART00000112067	8	33554295	33633685
ENSDART00000152004	4	43450550	43465716
ENSDART00000130785	4	43453496	43463110
ENSDART00000136855	23	26413284	26415932
ENSDART00000098453	7	57361853	57408934
ENSDART00000035093	19	39970956	40016451
ENSDART00000138992	1	40700595	40722159
ENSDART00000140198	19	39970956	39975580
ENSDART00000110079	8	32060654	32066616
ENSDART00000146119	1	40700756	40708688
ENSDART00000133144	4	45140415	45175721
ENSDART00000157373	24	37487381	37498679
ENSDART00000127046	7	57361785	57408811
ENSDART00000148704	8	52659682	52661200
ENSDART00000148139	19	40013028	40015548
ENSDART00000110981	4	45141674	45172775
ENSDART00000139878	1	40714430	40715076
ENSDART00000101664	1	40700981	40721706
ENSDART00000155475	6	42577821	42584835
ENSDART00000008058	8	51225954	51281411
ENSDART00000148711	8	52659712	52661199
ENSDART00000033037	19	39970956	40016449
ENSDART00000132508	8	51226433	51258500
ENSDART00000149423	8	52659714	52661198
ENSDART00000148934	8	52659716	52661201
ENSDART00000148278	20	29527973	29531771
ENSDART00000131271	2	29324946	29407651
ENSDART00000144237	5	59071374	59073040
ENSDART00000125727	5	59071893	59072141
ENSDART00000149398	8	52659718	52661203
ENSDART00000151780	6	24224158	24225787
ENSDART00000128774	24	37433129	37511571
ENSDART00000037536	24	37487381	37511631
ENSDART00000077848	6	52844807	52845739
ENSDART00000135688	22	27426300	27428319
ENSDART00000017309	6	45889077	46099769
ENSDART00000154087	3	59338569	59339153
ENSDART00000154392	6	45909631	45932585
ENSDART00000153489	6	46039398	46099769
ENSDART00000083193	5	10606824	10607450
ENSDART00000151872	4	34633382	34634197
ENSDART00000003066	3	58276116	58344211
ENSDART00000090771	3	58276116	58344211
ENSDART00000125439	3	58279369	58344203
ENSDART00000032154	21	39123514	39124455
ENSDART00000153929	21	39123508	39124425
ENSDART00000124905	11	30444287	30448610
ENSDART00000140004	6	32036367	32041323
ENSDART00000104538	6	32037389	32041214
ENSDART00000083561	5	42724184	42742823
ENSDART00000065146	6	32037395	32041277
ENSDART00000157330	6	57491850	57570574
ENSDART00000155414	3	61901822	61945728
ENSDART00000114146	6	57533945	57570205
ENSDART00000131372	8	41823360	41837005
ENSDART00000083068	8	41819138	41833821
ENSDART00000148110	2	26840528	26869024
ENSDART00000056254	2	50092416	50139542
ENSDART00000145183	2	26862268	26864168
ENSDART00000109621	3	61901710	61943476
ENSDART00000112873	2	26838033	26868941
ENSDART00000142661	23	31176336	31199085
ENSDART00000053614	23	31172484	31193293
ENSDART00000155858	15	20483445	20501918
ENSDART00000144544	19	41943847	41963606
ENSDART00000042990	19	41943847	41962955
ENSDART00000155680	17	34874018	34972888
ENSDART00000104828	22	31414989	31428551
ENSDART00000052179	3	59299312	59323923
ENSDART00000155802	22	31415105	31428509
ENSDART00000134968	8	33635892	33642518
ENSDART00000147719	22	27436020	27440172
ENSDART00000099354	1	34631128	34634685
ENSDART00000151914	8	51039148	51050774
ENSDART00000087576	22	27421884	27441486
ENSDART00000101749	1	34631128	34634673
ENSDART00000101750	1	34633890	34634658
ENSDART00000099824	6	3522792	3525022
ENSDART00000152410	1	57805008	57810365
ENSDART00000146799	1	57782269	57809115
ENSDART00000141516	8	38601646	38607937
ENSDART00000045763	2	41936143	41962158
ENSDART00000019822	8	38594850	38612708
ENSDART00000122794	6	55005416	55052177
ENSDART00000026359	6	55005416	55052177
ENSDART00000058255	9	49272141	49284004
ENSDART00000012447	9	31027747	31040785
ENSDART00000133331	9	49274941	49283941
ENSDART00000156320	17	47027401	47048255
ENSDART00000136468	10	41934840	41935871
ENSDART00000062109	17	45321550	45331344
ENSDART00000153166	20	52638830	52642712
ENSDART00000140951	20	46148101	46149128
ENSDART00000151892	20	30057486	30110021
ENSDART00000154580	17	33502610	33509807
ENSDART00000100930	Zv9_NA15	958	17553
ENSDART00000098962	Zv9_NA15	6290	17553
ENSDART00000123114	17	33502672	33514091
ENSDART00000056735	2	30471461	30499334
ENSDART00000111851	Zv9_NA759	8735	14921
ENSDART00000131230	2	30471537	30485568
ENSDART00000147355	2	30476928	30499165
ENSDART00000124666	2	30467360	30499030
ENSDART00000154749	3	50168520	50175492
ENSDART00000121927	13	38073905	38077901
ENSDART00000143172	20	54392289	54406347
ENSDART00000065013	6	41154068	41160651
ENSDART00000060455	20	54392360	54405610
ENSDART00000074445	3	50168632	50175372
ENSDART00000114729	Zv9_scaffold3563	265296	282999
ENSDART00000113225	Zv9_scaffold3563	265296	282999
ENSDART00000141974	2	47496912	47540359
ENSDART00000074968	2	47499389	47522763
ENSDART00000080682	14	14824702	14827831
ENSDART00000023846	Zv9_scaffold3512	46746	82380
ENSDART00000066737	15	34549502	34617937
ENSDART00000155809	15	34561160	34585156
ENSDART00000025153	4	24141643	24151643
ENSDART00000053203	8	51571629	51606232
ENSDART00000157182	15	34604335	34609969
ENSDART00000149971	4	24145608	24147869
ENSDART00000125985	Zv9_scaffold3488	25266	79161
ENSDART00000112818	Zv9_scaffold3477	119745	136743
ENSDART00000114093	Zv9_NA257	89256	94080
ENSDART00000082893	Zv9_scaffold3522	15598	21328
ENSDART00000152923	12	47274625	47288745
ENSDART00000140862	12	47274870	47283051
ENSDART00000141941	16	46671678	46824040
ENSDART00000151936	16	46874619	46980291
ENSDART00000058685	16	46672695	46980190
ENSDART00000104583	16	46805992	46980290
ENSDART00000113870	25	36201662	36202048
ENSDART00000100468	10	23012653	23028581
ENSDART00000079459	10	23012653	23028581
ENSDART00000086511	17	31264174	31271530
ENSDART00000123077	18	1946128	2054889
ENSDART00000052012	25	872206	878030
ENSDART00000109807	23	4136793	4165307
ENSDART00000147676	16	49655311	49658464
ENSDART00000139872	13	33484733	33491187
ENSDART00000133950	16	49655750	49658419
ENSDART00000138096	13	33488901	33491137
ENSDART00000144306	23	42101674	42235605
ENSDART00000139051	20	46823547	46897470
ENSDART00000130191	23	42212843	42236811
ENSDART00000047682	23	42101711	42236811
ENSDART00000075286	1	31027197	31052389
ENSDART00000005548	20	46871371	46897553
ENSDART00000067536	19	48391237	48392196
ENSDART00000143688	23	44750218	44757455
ENSDART00000122559	25	37234368	37254198
ENSDART00000123932	19	48391239	48406114
ENSDART00000057986	20	52833729	52867217
ENSDART00000012944	25	37234371	37254198
ENSDART00000111278	7	41151473	41450497
ENSDART00000150576	4	55454546	55460542
ENSDART00000133558	4	55459877	55472486
ENSDART00000053369	1	36454193	36480262
ENSDART00000023796	12	3635055	3645620
ENSDART00000148386	1	36478978	36479827
ENSDART00000137148	12	3636857	3645629
ENSDART00000076420	8	34108717	34229955
ENSDART00000139721	12	3641113	3645446
ENSDART00000115403	23	5889057	6117745
ENSDART00000147131	8	34125467	34126634
ENSDART00000127460	8	34108286	34229426
ENSDART00000131145	19	1496292	1501402
ENSDART00000144088	3	40973779	41287057
ENSDART00000097673	11	44092	48767
ENSDART00000150580	4	50595147	50598365
ENSDART00000111856	3	40973829	41286984
ENSDART00000015286	15	27831746	27888534
ENSDART00000154320	15	27831857	27859761
ENSDART00000134250	5	33738899	33740941
ENSDART00000136466	5	33738899	33740495
ENSDART00000156468	17	50123339	50127341
ENSDART00000102855	25	38435571	38442444
ENSDART00000038955	8	24248412	24258048
ENSDART00000148566	25	38435571	38442455
ENSDART00000149763	25	38441066	38442460
ENSDART00000073435	25	38435571	38442444
ENSDART00000088546	21	24262691	24324712
ENSDART00000128297	21	24312005	24321614
ENSDART00000122747	17	50512329	50524291
ENSDART00000149779	17	12952212	12960891
ENSDART00000149467	17	12952868	12960541
ENSDART00000126138	Zv9_NA282	1295	8441
ENSDART00000054897	14	2398341	2401409
ENSDART00000129265	14	52610970	52630071
ENSDART00000155445	16	45866131	45879376
ENSDART00000155745	3	52037351	52066524
ENSDART00000154945	16	45866132	45879502
ENSDART00000103397	17	48279058	48309292
ENSDART00000153582	16	45866135	45873343
ENSDART00000156836	16	45866599	45879407
ENSDART00000128012	16	45866130	45877332
ENSDART00000125026	Zv9_NA922	5206	18117
ENSDART00000110636	Zv9_NA224	1559	4272
ENSDART00000131264	21	4734133	4741902
ENSDART00000150525	4	38150146	38151109
ENSDART00000141599	20	33973250	33976298
ENSDART00000038828	2	47581097	47633036
ENSDART00000074698	13	42898202	42918566
ENSDART00000014350	2	47581097	47641979
ENSDART00000133081	20	33973250	33984423
ENSDART00000130538	20	33973321	33976635
ENSDART00000121567	20	33981972	33984337
ENSDART00000061765	20	33976874	33981602
ENSDART00000115295	14	1444373	1582759
ENSDART00000136487	6	40368851	40370479
ENSDART00000076405	6	40368741	40370040
ENSDART00000154837	6	37142256	37164536
ENSDART00000151793	19	29219713	29274131
ENSDART00000144788	4	37999433	38001484
ENSDART00000128068	16	48861089	48918945
ENSDART00000144189	4	38000604	38001377
ENSDART00000142165	22	2811801	2814260
ENSDART00000153906	22	2813008	2817478
ENSDART00000135591	21	30605204	30773946
ENSDART00000027013	16	48861152	48900221
ENSDART00000152490	15	41270041	41288879
ENSDART00000040740	21	30746607	30774786
ENSDART00000099313	15	41270049	41287587
ENSDART00000136110	6	52895659	52896603
ENSDART00000077822	6	52895561	52896655
ENSDART00000128954	25	1110732	1116181
ENSDART00000150733	4	58124822	58150331
ENSDART00000130229	10	44127556	44141232
ENSDART00000136371	4	58133084	58150322
ENSDART00000103775	17	1594521	1645267
ENSDART00000113359	25	1821012	1850616
ENSDART00000046163	25	1821012	1850616
ENSDART00000063618	19	3372115	3381401
ENSDART00000133140	1	55473932	55479036
ENSDART00000045049	23	42943804	42954118
ENSDART00000059667	9	42193201	42226939
ENSDART00000136886	9	42195491	42201237
ENSDART00000149948	22	40333146	40338793
ENSDART00000152925	20	46076508	46142506
ENSDART00000149567	22	40333146	40512173
ENSDART00000100544	20	46076508	46161355
ENSDART00000018245	10	4567980	4591256
ENSDART00000045844	22	99197	107460
ENSDART00000148803	22	40338375	40389022
ENSDART00000145830	9	42211650	42218214
ENSDART00000155122	21	44445721	44454501
ENSDART00000149037	22	40338382	40388926
ENSDART00000142889	9	42224335	42230015
ENSDART00000115244	16	49927969	49933497
ENSDART00000138900	16	40144065	40146690
ENSDART00000142065	16	40144735	40147452
ENSDART00000108554	21	44445969	44454682
ENSDART00000145471	16	40144065	40146823
ENSDART00000077226	16	32886547	32887837
ENSDART00000154682	21	40736691	40739944
ENSDART00000004601	20	43807556	43818278
ENSDART00000054057	5	1835389	1843215
ENSDART00000124496	16	32886682	32889388
ENSDART00000150093	20	43808167	43812259
ENSDART00000129710	1	55473933	55487002
ENSDART00000146740	12	5669582	5701663
ENSDART00000147212	1	55474022	55477547
ENSDART00000152311	1	57816024	57819983
ENSDART00000081046	12	40106346	40216649
ENSDART00000052787	10	30642285	30659812
ENSDART00000134670	12	40106646	40220495
ENSDART00000009172	12	40106646	40236087
ENSDART00000104570	11	2231155	2276000
ENSDART00000109026	11	2254522	2276000
ENSDART00000122541	Zv9_scaffold3482	218289	238620
ENSDART00000127317	14	988248	1000531
ENSDART00000060505	20	52097283	52170673
ENSDART00000041476	20	52097297	52152937
ENSDART00000031322	10	8401206	8439965
ENSDART00000140545	4	49364584	49370639
ENSDART00000148412	23	42985967	43000390
ENSDART00000125305	3	5415144	5416611
ENSDART00000123019	24	40754349	40762186
ENSDART00000056540	2	37742615	37756145
ENSDART00000092822	23	2378443	2426976
ENSDART00000109581	8	7667578	7688647
ENSDART00000075897	2	37742618	37755522
ENSDART00000017902	23	39704032	39743425
ENSDART00000046003	17	41038388	41062422
ENSDART00000020463	2	3444090	3461887
ENSDART00000104673	23	39710466	39743422
ENSDART00000058424	16	36464082	36473792
ENSDART00000122206	2	48020412	48023857
ENSDART00000029400	2	48022167	48047591
ENSDART00000153840	15	34259571	34282356
ENSDART00000130129	15	34262315	34282354
ENSDART00000075636	Zv9_NA756	13721	25344
ENSDART00000005853	7	25982900	25995978
ENSDART00000138193	7	25983347	25995387
ENSDART00000149289	16	31652175	31665300
ENSDART00000114844	Zv9_NA331	14143	26271
ENSDART00000078469	5	30781287	30790947
ENSDART00000130757	16	31652175	31664002
ENSDART00000105898	14	30639027	30643319
ENSDART00000111509	10	45681270	45711521
ENSDART00000142604	5	30787691	30790954
ENSDART00000137963	5	30787691	30790924
ENSDART00000121525	12	123321	124786
ENSDART00000114889	Zv9_scaffold3530	1116510	1130252
ENSDART00000146358	4	57471748	57551961
ENSDART00000092502	1	776251	780068
ENSDART00000155551	6	50705804	50707751
ENSDART00000121423	Zv9_NA510	4047	15172
ENSDART00000144764	10	41903545	41904152
ENSDART00000109224	1	28553368	28598712
ENSDART00000132805	1	37844661	37873147
ENSDART00000150592	4	38568760	38577541
ENSDART00000104410	1	37844714	37846305
ENSDART00000148078	Zv9_scaffold3530	466178	473150
ENSDART00000137500	4	5404832	5407005
ENSDART00000067093	8	1106706	1120107
ENSDART00000057981	20	7532695	7552396
ENSDART00000042080	4	5404838	5407052
ENSDART00000156479	3	61991077	61996160
ENSDART00000083229	5	50442538	50447313
ENSDART00000145442	5	64412613	64417148
ENSDART00000136344	22	4504225	4505247
ENSDART00000141488	5	64412602	64415213
ENSDART00000029668	7	10384961	10522539
ENSDART00000136917	5	64412615	64416635
ENSDART00000138513	5	64416300	64417012
ENSDART00000098999	19	50195079	50199811
ENSDART00000127829	22	47436	49330
ENSDART00000085993	8	3681358	3713718
ENSDART00000156690	15	40265627	40270426
ENSDART00000152841	20	37400522	37454024
ENSDART00000140744	13	37605758	37607667
ENSDART00000011201	23	36392064	36405650
ENSDART00000110902	14	4382291	4389202
ENSDART00000055878	5	1942988	1978969
ENSDART00000123377	14	12556891	12562849
ENSDART00000122611	14	155649	156483
ENSDART00000133888	11	18675505	18678058
ENSDART00000135733	14	2950890	2957010
ENSDART00000131968	5	54234774	54239548
ENSDART00000005903	6	10741791	10746796
ENSDART00000135065	6	10741796	10746869
ENSDART00000133700	6	10745669	10746804
